dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
665,"Oh, yeah, well... Yeah, no use wasting this baby, just lyin' around the house.","Oh, ja, nun... Ja, es hat keinen Sinn, das Baby zu verschwenden, nur um im Haus herumzuliegen.",Rachel Green,14,sad
665,So... We go eat.,Also... Wir gehen essen.,Mr. Burgin,4,peaceful
665,Yes.,Ja.,Rachel Green,1,neutral
665,"You'll wear that. We'll be eating, and of course, you'll be wearing that.","Das ziehst du an. Wir werden essen, und natürlich wirst du das tragen.",Mr. Burgin,13,peaceful
666,"Dude, I am sorry about what I said!","Kumpel, es tut mir leid, was ich gesagt habe!",Joey Tribbiani,8,sad
666,"No, no, you're right, it is a ridiculous name!","Nein, nein, du hast recht, es ist ein lächerlicher Name!",Chandler Bing,9,scared
666,It's not that bad.,So schlimm ist es nicht.,Joey Tribbiani,4,sad
666,"Yes it is! From now on, I have no first name.","Doch, ist es! Von nun an habe ich keinen Vornamen mehr.",Chandler Bing,11,scared
666,"So, you're just Bing?",Du bist also einfach Bing?,Joey Tribbiani,4,mad
666,I have no name.,Ich habe keinen Namen.,Chandler Bing,4,neutral
666,"All right, so, what are we supposed to call you?","Alles klar, also, wie sollen wir dich nennen?",Phoebe Buffay,10,neutral
666,"Okay uh, for now, temporarily, you can call me, Clint.","Okay, äh, für jetzt, vorübergehend, können Sie mich anrufen, Clint.",Chandler Bing,10,neutral
666,No way are you cool enough to pull of Clint.,"Auf keinen Fall bist du cool genug, um Clint zu sagen.",Joey Tribbiani,10,peaceful
666,"Okay, so what name am I cool enough to pull off?","Okay, also welcher Name ist cool genug, um ihn durchzuziehen?",Chandler Bing,11,powerful
666,"Umm, Gene.","Umm, Gene.",Phoebe Buffay,2,neutral
666,It's Clint. It's Clint!,Ich heiße Clint. Ich heiße Clint!,Chandler Bing,4,joyful
666,"See you later, Gene.","Wir sehen uns später, Gene.",Joey Tribbiani,4,neutral
666,"Bye, Gene.","Tschüss, Gene.",Phoebe Buffay,2,neutral
666,It's Clint! Clint!,"Ich bin's, Clint! Clint!",Chandler Bing,3,neutral
666,What's up with Gene?,Was ist mit Gene los?,Joey Tribbiani,4,neutral
667,Drum roll.,Trommelwirbel.,Phoebe Buffay,2,powerful
667,"Okay. Okay. All right. Help! Am I a Mark, or a John?","Okay, okay. Ok, ok. Also, dann. (Mann) Hilfe! Bin ich ein Mark oder ein John?",Chandler Bing,12,scared
667,"Nah, you're not tall enough to be a Mark, but you might make a good Barney.","Nein, du bist nicht groß genug für einen Mark, aber du wärst ein guter Barney.",Joey Tribbiani,16,scared
667,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.","Okay, hör zu, ich meine es ernst, okay? Morgen um 15:30 Uhr gehe ich runter zum Gericht.",Chandler Bing,17,powerful
667,You're actually going through with this?,Du ziehst das wirklich durch?,Phoebe Buffay,6,powerful
667,"Hey, look, this name has been holding me back my entire life. Okay, it's probably why kids picked on me in school, and why I never do well with women... So, as of 4 o'clock tomorrow, I'm either gonna be Mark Johnson or John Markson.","Hey, schau, dieser Name hat mich mein ganzes Leben lang zurückgehalten. Deshalb wurde ich in der Schule gehänselt und hatte nie Erfolg bei Frauen... Also, ab morgen 16 Uhr werde ich entweder Mark Johnson oder John Markson heißen.",Chandler Bing,45,joyful
667,"You got problems because of you! Not your name! All right, this has got to stop! Chandler is a great name! In fact-yes, I'm, I'm sorry. I know you really wanted me to name the baby Joey, but eh, so, I'm-I'm, I'm gonna, I'm gonna name the baby Chandler.","Du hast Probleme, weil du es bist! Nicht dein Name! Alles klar, das muss aufhören! Chandler ist ein toller Name! In der Tat-ja, ich bin, tut mir leid. Ich weiß, du wolltest, dass ich das Baby Joey nenne, aber... Ich werde das Baby Chandler nennen.",Phoebe Buffay,49,scared
667,Really?!,Wirklich?!,Chandler Bing,1,powerful
667,"Yeah, but you have to keep the name too!","Ja, aber du musst den Namen auch behalten!",Phoebe Buffay,9,powerful
667,Okay. Thanks.,"Ja, gut. Ich danke dir.",Chandler Bing,2,scared
667,Okay!,"Ja, gut!",Phoebe Buffay,1,powerful
667,You wanna hug it out?,Willst du es umarmen?,Chandler Bing,5,joyful
667,Yeah!,(alle) Ja!,Phoebe Buffay,1,joyful
667,Yay!,Juhu!,Phoebe Buffay,1,peaceful
667,Yay!,Juhu!,Chandler Bing,1,sad
667,"Yay-oh-yay! Okay, I gotta go tell Frank and Alice! Right now!","Ja, ja, ja! Ok, ich muss es Frank und Alice sagen. Und zwar sofort.",Phoebe Buffay,11,sad
667,Okay!,"Ja, gut.",Chandler Bing,1,peaceful
667,"Ooh, uh...","Oh, äh...",Phoebe Buffay,2,powerful
667,"Bye, Pheebs!","Bye, Pheebs!",Chandler Bing,2,joyful
667,"Okay, bye!","Ok, tschüss!",Phoebe Buffay,2,neutral
667,Ha! Ha! Ha!,Ha! Ha! Ha!,Chandler Bing,3,powerful
667,Ohh!,Ohh!,Joey Tribbiani,1,powerful
668,Nice luggage.,Schönes Gepäck.,Ross Geller,2,peaceful
668,I was gonna say...,Ich wollte gerade sagen...,Carol Willick,4,neutral
668,Hey!,Hey! (lacht),Susan Bunch,1,neutral
668,Hi!,Hi!,Ross Geller,1,joyful
668,Hey! I missed you.,He! Ich habe dich vermisst.,Emily Waltham,4,peaceful
668,"Oh, I missed you too.","Oh, ich habe dich auch vermisst.",Ross Geller,5,peaceful
668,"Thanks for everything, I had such a great time.","Danke für alles, ich hatte so eine tolle Zeit.",Susan Bunch,9,powerful
668,"Oh, so did I.","Oh, ich auch.",Emily Waltham,4,joyful
668,No tongue.,Keine Zunge.,Ross Geller,2,joyful
669,"Morning's here! Sunshine is here! The sky is clear, the morning's here! The morning's here!","Der Morgen ist da! Der Sonnenschein ist da! Der Himmel ist klar, der Morgen ist da! Der Morgen ist da!",The Singing Man,15,joyful
669,HEY!! Do you have to do that? It's Saturday!,HEY!! Musst du das machen? Es ist Samstag!,Rachel Green,9,powerful
669,Oh come on! Morning's here! Morning's here! The morning is here! Sunshine is here!,"Ach, komm schon! Der Morgen ist da! Der Morgen ist da! Der Morgen ist da! Der Sonnenschein ist da!",The Singing Man,14,joyful
669,I hate this apartment! I hate the color of these walls! I hate the fact that this place still smells like bird! I hate that singing guy!,"Ich hasse diese Wohnung! Ich hasse die Farbe dieser Wände! Ich hasse die Tatsache, dass es hier immer noch nach Vogel riecht! Ich hasse diesen singenden Kerl!",Rachel Green,27,joyful
669,Are you kidding? I love that guy! Morning's here! Morning is here-,Machst du Witze? Ich liebe diesen Kerl! Der Morgen ist da! Der Morgen ist da.,Joey Tribbiani,12,scared
669,Stop it! I will kill you. I hate the fact that my room is so small.,"Hör auf damit! Ich werde dich umbringen. Ich hasse die Tatsache, dass mein Zimmer so klein ist.",Rachel Green,16,mad
669,"Hey, I have all the space I need. Just do what I did.","Hey, ich habe so viel Platz, wie ich brauche. Mach es einfach wie ich.",Monica Geller,13,peaceful
669,"Monica, you don't even have a bed, you sleep in a ball on the floor!","Monica, du hast nicht mal ein Bett, du schläfst in einem Ball auf dem Boden!",Rachel Green,15,mad
669,"Y'know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!","Weißt du was? Ich bin wirklich müde von Ihrem Gejammer! Okay, ich habe wirklich hart gearbeitet, um dies zu einem schönen Ort für uns zu leben!",Monica Geller,24,scared
669,I'm sorry. I'm so sorry.,Es tut mir so leid. Es tut mir so leid. Es tut mir so leid.,Rachel Green,5,sad
669,Okay.,Es tut mir so leid. Okay.,Monica Geller,1,neutral
669,"See, this is a great apartment.","Siehst du, das ist eine tolle Wohnung.",Joey Tribbiani,6,powerful
669,Shut up! This place is a hole!,Halt die Klappe! Dieser Ort ist ein Loch!,Monica Geller,7,mad
670,"Oh, blimey, I still can't believe you've got an earring!","Oh, verdammt, ich kann immer noch nicht glauben, dass du einen Ohrring trägst!",Emily Waltham,10,joyful
670,"Huh? I know, I know. Who am I? David Bowe?","Huh? Ich weiß, ich weiß. Wer bin ich denn? David Bowe?",Ross Geller,10,joyful
670,He does that?!,Er macht das?!,Emily Waltham,3,joyful
670,"Uh, I don't know, whatever.","Ich weiß nicht, was auch immer.",Ross Geller,5,scared
670,I think it makes you look really dangerous.,"Ich denke, es lässt dich wirklich gefährlich aussehen.",Emily Waltham,8,joyful
670,"Oh, I know. Y'know what, I never would've gotten this if it weren't for you. No really, when I'm with you I'm-I'm like this whole other guy, I love that guy! I mean, I love you too, a lot, but that guy! I-I love that guy!","Oh, ich weiß. Weißt du was, ohne dich wäre ich nie so weit gekommen. Nein, wirklich, wenn ich mit dir zusammen bin, bin ich wie ein ganz anderer Kerl, ich liebe diesen Kerl! Ich meine, ich liebe dich auch, sehr sogar, aber diesen Kerl! Ich... ich liebe diesen Kerl!",Ross Geller,46,joyful
670,I love both of you!,Ich liebe euch beide!,Emily Waltham,5,joyful
670,Yeah?,Ich liebe euch beide! Ja?,Ross Geller,1,scared
670,I wish I didn't have to go.,"Ich wünschte, ich müsste nicht gehen.",Emily Waltham,7,sad
670,"Then don't. Stay here. Just don't go so soon to London, just one more day.","Dann tu es nicht. Bleib hier. Nur nicht so schnell nach London gehen, nur noch einen Tag.",Ross Geller,15,sad
670,"Ohh, Ross, please!","Ohh, Ross, bitte!",Emily Waltham,3,sad
670,"One more day, seriously/","Ein weiterer Tag, ernsthaft...",Ross Geller,4,peaceful
670,"Don't do this to me, again. You'd know I'd stay here in a minute, but I'd really miss so much work, they'll fire me.","Tu mir das nicht an, nicht schon wieder. Du weißt, dass ich sofort hierbleiben würde, aber ich würde so viel Arbeit verpassen, dass sie mich feuern würden.",Emily Waltham,24,sad
670,"So, then you can stay as long as you want.","Dann kannst du so lange bleiben, wie du willst.",Ross Geller,10,sad
670,I wish I could.,"Ich wünschte, ich könnte.",Emily Waltham,4,sad
670,"Oh no. Don't, don't, don't start packing. Come on!","Oh, nein. Nicht, nicht, fang nicht an zu packen. Ich bitte dich!",Ross Geller,9,sad
670,"I don't think you understand packing. Look, I just don't want to leave it to the last minute. Last time I left in such a rush, I left my knickers here.","Ich glaube nicht, dass du packen verstehst. Ich will es nur nicht bis zur letzten Minute aufschieben. Das letzte Mal, als ich so überstürzt abgereist bin, habe ich meinen Schlüpfer hier vergessen.",Emily Waltham,31,scared
670,"Yeah, I know, I uh, I tried them on.","Ja, ich weiß, ich, äh, ich habe sie anprobiert.",Ross Geller,9,sad
670,You didn't!,Das hast du nicht!,Emily Waltham,2,joyful
670,"No. No, I didn't. I didn't want to be that guy.","Nein. Nein, habe ich nicht. Ich wollte nicht dieser Kerl sein.",Ross Geller,11,sad
671,Morning's here! The morning's here!,Der Morgen ist da! Der Morgen ist da!,The Singing Man,5,joyful
671,"Sunshine is here! The sky is clear, the morning's here!","Der Sonnenschein ist da! Der Himmel ist klar, der Morgen ist da!",Both,10,joyful
671,Hey! You're back!,He! Du bist wieder da!,The Singing Man,3,joyful
671,Hey! Get into gear!,He! Komm in die Gänge!,Joey Tribbiani,4,joyful
671,Breakfast is near!,Das Frühstück ist nah!,The Singing Man,3,joyful
671,The dark of night has disappeared!!,Die Dunkelheit der Nacht ist verschwunden!!,Both,6,joyful
671,I'll see you tomorrow morning!,Ich sehe dich morgen früh!,The Singing Man,5,joyful
671,Okay!,Wir sehen uns morgen früh. Okay.,Joey Tribbiani,1,joyful
672,That's like the tenth time I've peed since I've been here!,"Das ist ungefähr das zehnte Mal, dass ich gepinkelt habe, seit ich hier bin!",Phoebe Buffay,11,mad
672,That's also like the tenth time you told us.,"Das ist auch das zehnte Mal, dass du es uns gesagt hast.",Monica Geller,9,mad
672,"Yeah, oh I'm sorry, it must be really hard to hear! I tell ya, it's a lot easier having three babies play Bringing in the Noise, Bringing in da Funk on your bladder! I'm so sick of being pregnant! The only happiness I get is from a cup of coffee, which of course is decaf, 'cause-Oh! I'm pregnant!","Ja, oh, tut mir leid, das muss wirklich hart zu hören sein! Ich sage euch, es ist viel einfacher, wenn drei Babys ""Bringing in the Noise, Bringing in da Funk"" auf eurer Blase spielen! Ich bin es so leid, schwanger zu sein! Das einzige Glück, das ich bekomme, ist eine Tasse Kaffee, die natürlich koffeinfrei ist, weil - oh, ich bin schwanger!",Phoebe Buffay,58,mad
672,"Pheebs, did...you want a cookie?","Pheebs, hat ... Sie wollen einen Keks?",Ross Geller,5,joyful
672,Thank you so much.,Ich danke dir so sehr.,Phoebe Buffay,4,joyful
672,"So uh, Pheebs, honey, how are those mood swings coming?","So, äh, Pheebs, Schatz, wie sind diese Stimmungsschwankungen kommen?",Rachel Green,10,joyful
672,I haven't really had any yet.,Ich habe noch nicht wirklich welche gehabt.,Phoebe Buffay,6,neutral
673,Hey guys!,"Hey, Leute!",Ross Geller,2,joyful
673,Hey.,"Hey, Leute!",Chandler Bing,1,neutral
673,Hey!,"Hey, Leute! Hey!",Joey Tribbiani,1,joyful
673,"All right, here's the ring.","Also gut, hier ist der Ring.",Ross Geller,5,peaceful
673,"Yes! Yes! A thousand times, yes!","Ja! Ja! Tausend Mal, ja!",Chandler Bing,6,joyful
673,"So uh, any ideas for the bachelor party yet?","Also, ähm, schon eine Idee für die Junggesellenparty?",Ross Geller,9,neutral
673,"Whoa-whoa-whoa! Before you start handing out wedding rings and planning bachelor parties, don't you have to decide who your best man is gonna be?","Bevor du Eheringe verteilst und Junggesellenabschiede planst, musst du dich nicht entscheiden, wer dein Trauzeuge sein soll?",Joey Tribbiani,24,peaceful
673,"Oh, it's awkward. It's awkward. It's awkward.","Oh, das ist peinlich. Es ist unangenehm. Es ist unangenehm.",Chandler Bing,7,scared
673,I sort've already asked Chandler.,Ich habe irgendwie schon Chandler gefragt.,Ross Geller,5,neutral
673,What?! He got to do it at your first wedding!,Was?! Er durfte es auf eurer ersten Hochzeit tun!,Joey Tribbiani,10,joyful
673,"Joey, I figured you'd understand. I mean, I-I've known him a lot longer.","Joey, ich dachte, du würdest es verstehen. Ich meine, ich kenne ihn schon viel länger.",Ross Geller,13,powerful
673,"Come on Ross! Look, I-I don't have any brothers; I'll never get to be a best man!","Ach, komm schon, Ross! Ich habe keine Brüder, ich werde nie ein Trauzeuge sein können!",Joey Tribbiani,17,sad
673,You can be the best man when I get married.,"Du kannst der Trauzeuge sein, wenn ich heirate.",Chandler Bing,10,neutral
673,I'll never get to be a best man!,"Ich werde nie bekommen, um ein Trauzeuge sein!",Joey Tribbiani,8,powerful
673,"Wait-wait, so, you get to be my best man twice and I never get to be yours at all?","Warte, warte, also, du wirst zweimal mein Trauzeuge sein und ich werde nie deiner sein?",Ross Geller,19,peaceful
673,"Oh no-no-no, you-yeah, of course you get to be my best man.","Oh nein, nein, nein, du... ja, natürlich darfst du mein Trauzeuge sein.",Chandler Bing,12,scared
673,What about me?! You-you just said I could!,"Was ist mit mir?! Du... du hast gerade gesagt, ich könnte!",Joey Tribbiani,8,mad
673,"I'm not even getting married! Okay, this is a question for science fiction writers!","Ich werde nicht einmal heiraten! Okay, das ist eine Frage für Science-Fiction-Autoren!",Chandler Bing,14,neutral
673,I can't believe you're not picking me.,"Ich kann nicht glauben, dass du mich nicht auswählst.",Joey Tribbiani,7,mad
673,"Hey, how can it not be me?!HeyHey!","Hey, wie kann ich es nicht sein?! HeyHey!",Ross Geller,7,mad
673,I'm not even... I'm not even...,Ich bin nicht mal... Ich bin nicht mal...,Chandler Bing,6,scared
673,"Fine, y'know what, that's it. From now on, Joey, I want you to be my best man.","Gut, weißt du was? Das war's. Von nun an, Joey, möchte ich, dass du mein Trauzeuge bist.",Ross Geller,17,neutral
673,Yes! Shame about you man.,"Ja! Schande über dich, Mann.",Joey Tribbiani,5,joyful
674,"This is what I've got going for the party so far, liquor wise. Get a lot of liquor.","Das ist, was ich bisher für die Party geplant habe, was den Alkohol angeht. Holen Sie sich eine Menge von Spirituosen.",Joey Tribbiani,18,joyful
674,Great. Great.,"Ja, gut. Sehr gut.",Ross Geller,2,joyful
674,"Okay, now uh, in terms of the invite list, I've got you, me, and Chandler and I'm gonna invite Gunther 'cause, well, we've been talking about this pretty loud.","Okay, jetzt, äh, in Bezug auf die Einladungsliste, ich habe Sie, ich und Chandler und ich werde Gunther einladen, weil, nun, wir haben darüber gesprochen ziemlich laut.",Joey Tribbiani,29,neutral
674,I'll be there.,Ich werde da sein.,Gunther,3,neutral
674,"All right-oh! Listen, I know this is your party, but I'd really like to the number of museum geeks that are gonna be there.","Alles klar, oh! Hör zu, ich weiß, dass es deine Party ist, aber ich möchte die Anzahl der Museumsfreaks, die da sein werden.",Joey Tribbiani,24,joyful
674,"Yeah. Tell ya what, let's not invite any of the anthropologists, only the dinosaur dudes!","Ich sag dir was. Ich sag dir was, lass uns keinen der Anthropologen einladen, nur die Dinosaurier-Typen!",Ross Geller,15,neutral
674,Okay! We'll need a six-pack of Zima.,Wir brauchen ein Sixpack. Wir brauchen einen Sechserpack Zima.,Joey Tribbiani,7,neutral
674,"Hey guys, what are you doing?","Hey, Leute, was macht ihr da?",Chandler Bing,6,powerful
674,"Oh, just planning my bachelor party with my best man.","Oh, ich plane nur meinen Junggesellenabschied mit meinem Trauzeugen.",Ross Geller,10,joyful
674,"Yeah, well, good luck trying to top the last one.","Ja, nun, viel Glück beim Versuch, den letzten zu toppen.",Chandler Bing,10,powerful
674,"Yeah, see, I don't think it's gonna that difficult considering this one won't be taking place in the basement of a Pizza Hut.","Ja, sehen Sie, ich glaube nicht, dass es so schwierig sein wird, wenn man bedenkt, dass diese nicht in den Keller eines Pizza Hut stattfinden wird.",Ross Geller,23,powerful
674,"Oh, I'm Ross. I'm Ross. I'm too good for the Hut; I'm too good for the Hut.","Oh, ich bin Ross. Ich bin Ross. Ich bin zu gut für die Hütte. Ich bin zu gut für die Hütte.",Chandler Bing,17,mad
674,"Look, I gotta go pick up Ben. Everything so far sounds great Joey, just remember to keep it on the mellow side, okay? Just a couple of guys hanging out playing poker, no-no strippers or anything okay?","Schauen Sie, ich muss gehen abholen Ben. Alles so weit klingt großartig Joey, nur nicht vergessen, es auf die weiche Seite zu halten, okay? Nur ein paar Jungs, die abhängen und Poker spielen, keine Stripperinnen oder so, okay?",Ross Geller,37,neutral
674,You got it.,Alles klar.,Joey Tribbiani,3,neutral
674,"Okay, see ya later.","Okay, wir sehen uns später.",Ross Geller,4,neutral
674,See ya. Have fun planning your mellow bachelor party.,"Ja, bis dann. Viel Spaß bei der Planung deines Junggesellenabschieds.",Chandler Bing,9,neutral
674,"Well, there's gonna be strippers there. He didn't say anything about no strippers.","Nun, es wird dort Stripperinnen geben. Er hat nichts über keine Stripperinnen gesagt.",Joey Tribbiani,13,joyful
674,"He just said, ""No strippers.""","Er sagte nur: ""Keine Stripperinnen"".",Chandler Bing,5,neutral
674,"Oh, I chose not to hear that.","Oh, ich habe mich entschieden, das nicht zu hören.",Joey Tribbiani,7,powerful
675,Look what I got! Look what I got! Look what I got! Can you believe they make these for little people?,"Schauen Sie, was ich habe! Sehen Sie, was ich habe! Sehen Sie, was ich habe! Können Sie glauben, dass sie diese für kleine Leute zu machen?",Monica Geller,21,joyful
675,Little village people.,Kleine Dorfbewohner.,Rachel Green,3,powerful
675,"Okay, look at this one. This is my favourite.","Okay, schau dir das hier an. Das ist mein Lieblingsstück.",Monica Geller,9,joyful
675,"Oh, that is so sweet!","Oh, das ist so süß!",Rachel Green,5,joyful
675,I know! Phoebe is gonna love dressing them in these!,"Ja, ich weiß! Phoebe wird es lieben, sie so anzuziehen!",Monica Geller,10,joyful
675,"Huh. Except, Phoebe's not gonna be the one that gets to dress them.","Hm. Nur wird Phoebe nicht diejenige sein, die sie anziehen darf.",Rachel Green,13,sad
675,Because she's not gonna get to keep the babies.,"Weil sie nicht bekommen, um die Babys zu halten.",Monica Geller,9,sad
675,Oh my God! We are throwing the most depressing baby shower ever!,"Ach, du meine Güte! Wir veranstalten die deprimierendste Babyparty aller Zeiten!",Rachel Green,12,scared
675,"Wait a minute! Unless, we give her all gifts she can use after she's done being pregnant. Like-like umm, regular coffee, Tequila.","Warten Sie eine Minute! Es sei denn, wir geben ihr alle Geschenke, die sie nach der Schwangerschaft gebrauchen kann. Wie zum Beispiel, ähm, normalen Kaffee, Tequila.",Monica Geller,22,joyful
675,"Oh, and somebody can get those leather pants she's always wanted!","Oh, und jemand kann die Lederhosen besorgen, die sie schon immer haben wollte!",Rachel Green,11,powerful
675,"Oh, she's gonna love that!","Oh, sie wird das lieben!",Monica Geller,5,joyful
676,"The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!","Die Stripperin hat den Ring gestohlen!! Die Stripperin hat den Ring gestohlen!! Chandler! Chandler, steh auf! Los, steh auf! Die Stripperin hat den Ring gestohlen!",Joey Tribbiani,21,mad
676,What?,(Chandler) Was?,Chandler Bing,1,scared
676,The ring is gone!,Der Ring ist weg!,Joey Tribbiani,4,scared
676,"Ugh. Just a sec, give me a minute to wake up for this-Ah-ha-ha!! You lost the ring! You're the worst best man ever!","Igitt. Nur eine Sekunde, gib mir eine Minute um aufzuwachen...ah-ha-ha!! Du hast den Ring verloren! Du bist der schlechteste Trauzeuge aller Zeiten!",Chandler Bing,23,mad
676,"Dude, this isn't funny! What am I gonna do?! I go to bed last night, everything's cool! I wake up this morning, the stripper's gone and the ring is gone!","Kumpel, das ist nicht lustig! Was soll ich nur tun?! Ich gehe letzte Nacht ins Bett, alles ist in Ordnung! Ich wache heute Morgen auf, die Stripperin ist weg und der Ring ist weg!",Joey Tribbiani,30,scared
676,You slept with the stripper?,Du hast mit der Stripperin geschlafen?,Chandler Bing,5,mad
676,Of course!!,"Ja, natürlich!!",Joey Tribbiani,2,neutral
677,"Hi, guys.","Hi, Leute.",Phoebe Buffay,2,neutral
677,Hi! Phoebe.,Hi! Phoebe.,Rachel Green,2,joyful
677,Hi Phoebe.,"Hi, Phoebe.",Monica Geller,2,joyful
677,"I-I wanted to apologise if I-y'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.","Ich wollte mich entschuldigen, falls ich gestern beim Duschen etwas nervös war. Das sind nur die Hormone, wisst ihr.",Phoebe Buffay,20,sad
677,No we...,"Nein, wir...",Rachel Green,2,scared
677,Hormones.,Die Hormone.,Monica Geller,1,scared
677,"...hormones, yeah.","...Hormone, ja.",Rachel Green,2,scared
677,"Anyway, I just wanted to say thank you, it was just, it was so sweet.","Wie auch immer, ich wollte mich nur bedanken, es war einfach so süß.",Phoebe Buffay,15,joyful
677,"Wow, you seem to be doing so much better. That's great. So how-how are things going?","Wow, dir scheint es ja schon viel besser zu gehen. Das ist ja toll. Also, wie... wie laufen die Dinge?",Monica Geller,16,joyful
677,"Good. Y'know-no-no, okay, it's-it feels like everything's been about me lately, so what's happening with you?","Gut, gut. Weißt du... nein... nein, okay, es fühlt sich an, als ob sich in letzter Zeit alles um mich dreht, also was ist mit dir los?",Phoebe Buffay,16,joyful
677,"Oh, well, actually we were just talking about me not going to Ross's wedding.","Wir haben gerade darüber gesprochen, dass ich nicht zu Ross' Hochzeit gehe.",Rachel Green,14,joyful
677,Oh!,Ach!,Phoebe Buffay,1,joyful
677,"It just might be too hard, given the history and all that...","Das wäre einfach zu schwierig, angesichts der Geschichte und so...",Rachel Green,12,neutral
677,"Wow! This reminds me of the time when I was umm, living on the street and this guy offered to buy me food if I slept with him.","Oh, wow! Das erinnert mich an die Zeit, als ich auf der Straße lebte und dieser Kerl bot an, mir Essen zu kaufen, wenn ich mit ihm schlafe.",Phoebe Buffay,28,peaceful
677,"Well, h-how is this like that?","Nun, wieso ist das so?",Rachel Green,6,sad
677,"Well, let's see, it's not. Really, like that. Because, you see that was an actual problem, and uh, yours is just like y'know a bunch of y'know high school crap that nobody really gives y'know...","Nun, mal sehen, das ist es nicht. Wirklich, so ähnlich. Denn das war ein echtes Problem, und deins ist nur ein Haufen High-School-Mist, den niemand wirklich interessiert...",Phoebe Buffay,35,sad
677,"I'm-I'm sorry, I just thought that...","Es tut mir leid, ich dachte nur, dass...",Rachel Green,6,sad
677,"Alrighty, here come the water works.","Alles klar, hier kommen die Wasserwerke.",Phoebe Buffay,6,peaceful
678,"Ugh! I don't know what I'm going to do! I called the company that sent and th-they don't care! Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is?","Igitt! Ich weiß nicht, was ich jetzt tun soll. Ich habe die Firma angerufen, die sie geschickt hat, aber die interessiert das nicht! Dann habe ich den Notruf angerufen und die haben mich ausgelacht, wenn das kein Notfall ist, was ist es dann?",Joey Tribbiani,36,mad
678,Hey guys!,"Hey, Leute!",Ross Geller,2,joyful
678,Hey!,"Hey, Leute!",Chandler Bing,1,joyful
678,Hey...,Hey...,Joey Tribbiani,1,neutral
678,"I just wanted to thank you again for last night, what a great party! And the guys from work had a blast. Y'know, one of them had never been to a bachelor party before. Yeah! And-and another one had never been to a party before, so...","Ich wollte mich nur noch mal für letzte Nacht bedanken, was für eine tolle Party! Und die Jungs von der Arbeit hatten einen Riesenspaß. Weißt du, einer von ihnen war noch nie auf einer Junggesellenparty. Ja, genau! Und ein anderer war noch nie auf einer Party, also...",Ross Geller,46,joyful
678,"So uh, hey, that uh, that wedding ring, huh? Man, that's nice!","Also, äh, hey, dieser, äh, dieser Ehering, hm? Mann, ist das schön!",Joey Tribbiani,12,scared
678,"Yeah, right!","Ja, klar!",Ross Geller,2,joyful
678,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those...","Ich habe mir überlegt, dass ich mir vielleicht auch so einen besorgen sollte. Ich sollte mir vielleicht auch so einen...",Joey Tribbiani,26,peaceful
678,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.","Dieser Ring? Als meine Großmutter in dieses Land kam, hatte sie nur diesen Ring und das, was sie am Leib trug, bei sich.",Ross Geller,24,powerful
678,"So you might say, the ring is irreplaceable?","Sie könnten also sagen, der Ring ist unersetzlich?",Chandler Bing,8,powerful
678,"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.","Auf jeden Fall! Er ist seit Generationen im Besitz meiner Familie, und jede Braut, die ihn getragen hat, hatte ein langes und glückliches Leben.",Ross Geller,24,powerful
678,"So you might say, it's a magic ring.","Man könnte also sagen, dass es ein magischer Ring ist.",Chandler Bing,8,powerful
678,"Yeah, the stripper stole it.","Ja, die Stripperin hat ihn gestohlen.",Joey Tribbiani,5,joyful
678,My-my ring? My-my wedding ring? The-the stripper stole my wedding ring?! H-how?! How could this all happen?!,Mein-mein Ring? Mein Hochzeitsring? Die Stripperin hat meinen Ehering gestohlen?! W-Wie?! Wie konnte das alles passieren?!,Ross Geller,17,scared
678,"Well, I think it all started when you said, ""Hey Joey, why don't you be my best man.""","Nun, ich denke, es begann alles, als du sagtest: ""Hey Joey, warum bist du nicht mein Trauzeuge?""",Chandler Bing,18,scared
678,"All right-all right, fine! I-I'm gonna call the cops!","Na gut, na gut, schön! Ich werde die Bullen rufen!",Ross Geller,9,scared
678,"Dude, I screwed up, you don't have to turn me in!","Kumpel, ich habe es vermasselt, du musst mich nicht anzeigen!",Joey Tribbiani,11,scared
678,Not on you! On the stripper!,Nicht auf dich! Bei der Stripperin!,Ross Geller,6,mad
678,"Oh, yeah, well I already did that! They said they're gonna look into it right after they solved all the murders.","Oh, ja, nun, das habe ich bereits getan! Sie sagten, sie würden sich das ansehen, nachdem sie alle Morde aufgeklärt haben.",Joey Tribbiani,21,joyful
678,"Okay, well, we'll call the company that sent her!","Ok, dann rufen wir die Firma an, die sie geschickt hat!",Ross Geller,9,peaceful
