,utterance,utterance_de,utterance_de_deepl,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
7439,I’ll be fun.,Ich werde Spaß haben.,Ich werde Spaß machen.,Joey,neutral,neutral,791,20,8,12,"0:03:06,936","0:03:07,979"
7440,All right?,Alles klar?,Alles klar?,Rachel,neutral,neutral,791,21,8,12,"0:03:07,979","0:03:09,508"
7441,Hi!,Hallo!,Hi!,Rachel,joy,positive,792,0,9,19,"0:09:17,724","0:09:18,986"
7442,Hey!,Hallo!,Hey!,Joey,joy,positive,792,1,9,19,"0:09:18,986","0:09:19,197"
7443,"Joey, I gotta tell ya, I've been thinking","Joey, ich muss dir sagen, ich habe nachgedacht","Joey, ich muss dir sagen, ich habe nachgedacht.",Rachel,neutral,neutral,792,2,9,19,"00:09:19,309","00:09:24,106"
7444,"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good","Oh, weißt du, das Schreiben war gut und der Regisseur ist gut und... und mein Co-Star ist gut","Oh, weißt du, das Schreiben war gut, und der Regisseur ist gut, und ... und mein Co-Star ist gut",Joey,joy,positive,792,3,9,19,"00:09:24,273","00:09:32,197"
7445,"God, you have to tell me what happens tomorrow!","Gott, du musst mir sagen, was morgen passiert!","Gott, du musst mir sagen, was morgen passiert!",Rachel,joy,positive,792,4,9,19,"00:09:35,909","00:09:38,036"
7446,"Ow, I'm just going over the script now! You wanna read lines with    me?","Oh, ich gehe jetzt nur das Skript durch! Willst du Zeilen mit mir lesen?","Au, ich gehe gerade das Drehbuch durch! Willst du Zeilen mit mir lesen?",Joey,surprise,positive,792,5,9,19,"00:09:38,245","00:09:41,039"
7447,"Me? Oh, no, I am not an actress.","Mich? Oh nein, ich bin keine Schauspielerin.","Mit mir? Oh, nein, ich bin keine Schauspielerin.",Rachel,disgust,negative,792,6,9,19,"00:09:41,206","00:09:44,668"
7448,"Oh, all right, I can ask Monica.","Okay, ich kann Monica fragen.","Oh, na gut, ich kann Monica fragen.",Joey,neutral,neutral,792,7,9,19,"0:09:44,876","0:09:46,218"
7449,"Oh screw her, that part is mine!","Oh, scheiß drauf, dieser Teil gehört mir!","Oh, scheiß auf sie, die Rolle gehört mir!",Rachel,anger,negative,792,8,9,19,"0:09:46,218","0:09:47,352"
7450,"Right...  ok, so just from the top of the page, right here.","Richtig... ok, also ganz oben auf der Seite, gleich hier.","Richtig ... ok, also nur vom Anfang der Seite, genau hier.",Joey,neutral,neutral,792,9,9,19,"00:09:48,880","00:09:51,675"
7451,"Okay. . Hello Drake, I'm surprised to see you    here.","Okay. . Hallo Drake, ich bin überrascht, dich hier zu sehen.","Okay. . Hallo Drake, ich bin überrascht, dich hier zu sehen.",Rachel,surprise,negative,792,10,9,19,"00:09:51,842","00:09:59,850"
7452,I can't believe you married him.,"Ich kann nicht glauben, dass du ihn geheiratet hast.","Ich kann nicht glauben, dass du ihn geheiratet hast.",Joey/Drake,surprise,negative,792,11,9,19,"00:10:00,058","00:10:03,353"
7453,But what choice did I have. He was keeping my sister    in a,Aber welche Wahl hatte ich. Er hielt meine Schwester in einem,Aber was für eine Wahl hatte ich denn. Er hielt meine Schwester in einem,Rachel/actress,anger,negative,792,12,9,19,"00:10:03,520","00:10:06,815"
7454,So what about us? Everything we feel for each other.,"Was ist mit uns? Alles, was wir füreinander empfinden.","Und was ist mit uns? Alles, was wir füreinander empfinden.",Joey/Drake,sadness,negative,792,13,9,19,"00:10:09,443","00:10:12,696"
7455,It's over! You,Es ist vorbei! Sie,Es ist vorbei. Du,Rachel/actress,joy,positive,792,14,9,19,"00:10:12,904","00:10:15,365"
7456,How can I?,Wie kann ich?,Wie kann ich das?,Joey/Drake,surprise,negative,792,15,9,19,"00:10:15,532","00:10:20,037"
7457,"Knowing I'll never hold you in my arms again,    or touch your skin, or feel your lips, knowing I'll never make love to you?","Zu wissen, dass ich dich nie wieder in meinen Armen halten oder deine Haut berühren oder deine Lippen fühlen werde, zu wissen, dass ich dich nie wieder lieben werde?","Wenn ich weiß, dass ich dich nie wieder in den Armen halten, deine Haut berühren oder deine Lippen spüren werde, wenn ich weiß, dass ich nie mehr mit dir schlafen werde?",Joey/Drake,sadness,negative,792,16,9,19,"00:10:15,532","00:10:27,961"
7458,How can I accept that...,Wie kann ich das akzeptieren...,Wie kann ich das akzeptieren...,Joey/Drake,sadness,negative,792,17,9,19,"00:10:28,128","00:10:31,131"
7459,I can never kiss you again when it's all I can do not    to kiss you right now.,"Ich kann dich nie wieder küssen, wenn es alles ist, was ich tun kann, dich jetzt nicht zu küssen.","dass ich dich nie wieder küssen kann, wenn ich alles tue, um dich jetzt nicht zu küssen.",Joey/Drake,sadness,negative,792,18,9,19,"00:10:31,298","00:10:34,301"
7460,Kiss me.,Küss mich.,Küss mich.,Rachel,joy,positive,792,19,9,19,"00:10:37,638","00:10:38,805"
7461,What?,Was?,Was ist?,Joey,surprise,negative,792,20,9,19,"00:10:40,057","00:10:41,767"
7462,"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?","Komm schon, du weißt schon, Thanksgiving. Oh, du hast die größere Hälfte. Was würden Sie sich wünschen?","Komm schon, du weißt schon, Thanksgiving. Ooh, du hast die größere Hälfte. Was hast du dir gewünscht?",Phoebe,joy,positive,793,0,1,9,"00:20:57,923","00:21:09,433"
7463,The bigger half.,Die größere Hälfte.,Die größere Hälfte.,Joey,neutral,neutral,793,1,1,9,"00:21:09,601","00:21:11,602"
7464,I'd like to propose a toast.,Ich möchte einen Toast aussprechen.,Ich würde gerne einen Toast aussprechen.,Chandler,joy,positive,793,2,1,9,"00:21:13,563","00:21:16,148"
7465,"Little toast here, ding ding.","Kleiner Toast hier, ding ding.","Kleiner Toast hier, ding ding.",Chandler,joy,positive,793,3,1,9,"00:21:16,316","00:21:18,776"
7466,"I know this isn't the kind of Thanksgiving that all of you all planned, but for me, this has been really great, you know, I think because it didn't involve divorce or projectile vomiting.","Ich weiß, das ist nicht die Art von Thanksgiving, die ihr alle geplant habt, aber für mich war es wirklich großartig, weißt du, ich denke, weil es keine Scheidung oder Projektilerbrechen beinhaltete.","Ich weiß, dass dies nicht die Art von Thanksgiving ist, die ihr alle geplant habt, aber für mich war es wirklich toll, weißt du, ich denke, weil es keine Scheidung oder projektilartiges Erbrechen beinhaltet.",Chandler,joy,positive,793,4,1,9,"00:21:18,944","00:21:30,788"
7467,"Anyway, I was just thinking, I mean, if you'd gone to Vail, and if you guys'd been with your family, if you didn't have syphilis and stuff, we wouldn't be all together, you know?","Wie auch immer, ich dachte nur, ich meine, wenn Sie nach Vail gegangen wären und wenn Sie bei Ihrer Familie gewesen wären, wenn Sie keine Syphilis und so hätten, wären wir nicht alle zusammen, weißt du?","Egal, ich dachte nur, wenn ihr nach Vail gefahren wärt, und wenn ihr mit eurer Familie zusammen gewesen wärt, wenn ihr nicht Syphilis und so hättet, wären wir nicht alle zusammen, wisst ihr?",Chandler,anger,negative,793,5,1,9,"00:21:33,750","00:21:41,590"
7468,So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,"Ich schätze, was ich damit sagen will, ist, dass ich sehr dankbar bin, dass all deine Thanksgivings scheiße waren.","Also schätze ich, was ich versuche zu sagen ist, dass ich sehr dankbar bin, dass alle eure Thanksgivings beschissen waren.",Chandler,joy,positive,793,6,1,9,"00:21:46,305","00:21:54,020"
7469,That's so sweet.,Das ist so süß.,Das ist so süß.,All,joy,positive,793,7,1,9,"00:21:54,980","00:21:56,480"
7470,"And hey, here's to a lousy Christmas.","Und hey, auf ein mieses Weihnachtsfest.","Und hey, auf ein lausiges Weihnachten.",Ross,joy,positive,793,8,1,9,"00:22:00,485","00:22:02,611"
7471,And a crappy New Year.,Und ein beschissenes neues Jahr.,Und ein beschissenes neues Jahr.,Rachel,joy,positive,793,9,1,9,"00:22:02,779","00:22:04,071"
7472,"Here, here!",Hier hier!,"Hier, hier!",Chandler,joy,positive,793,10,1,9,"00:22:04,239","00:22:06,532"
7473,"Now, hold on!",Jetzt halte durch!,"Jetzt, halt dich fest!",Ross,anger,negative,794,0,5,1,"0:13:55,584","0:13:57,716"
7474,Hold on!,Warten Sie mal!,Halt dich fest!,Ross,anger,negative,794,1,5,1,"0:13:57,716","0:13:58,593"
7475,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonna be at that airport and I hope that she’ll be there too!","Hör zu, deine Tochter und ich sollen heute Abend in unsere Flitterwochen abreisen, jetzt sagst du ihr, dass ich an diesem Flughafen sein werde und ich hoffe, dass sie auch dort sein wird!","Hören Sie, Ihre Tochter und ich sollen heute Abend in die Flitterwochen fliegen, also sagen Sie ihr, dass ich am Flughafen sein werde und ich hoffe, dass sie auch da sein wird!",Ross,anger,negative,794,2,5,1,"00:13:58,838","00:14:08,221"
7476,"Oh yeah, I said Rachel’s name, but it didn’t mean anything, Okay?","Oh ja, ich sagte Rachels Namen, aber das bedeutete nichts, okay?","Oh ja, ich habe Rachels Namen gesagt, aber das hat nichts zu bedeuten, ok?",Ross,anger,negative,794,3,5,1,"00:14:08,764","00:14:11,808"
7477,She’s-she’s just a friend and that’s all!,Sie ist – sie ist nur eine Freundin und das ist alles!,"Sie ist nur eine Freundin, das ist alles.",Ross,anger,negative,794,4,5,1,"0:14:12,017","0:14:13,477"
7478,That’s all!,Das ist alles!,Das war's.,Ross,sadness,negative,794,5,5,1,"0:14:13,477","0:14:15,769"
7479,Now just tell Emily that I love her and that I can’t imagine spending my life with anyone else.,"Jetzt sag Emily einfach, dass ich sie liebe und mir nicht vorstellen kann, mein Leben mit jemand anderem zu verbringen.","Und jetzt sag Emily, dass ich sie liebe und mir nicht vorstellen kann, mein Leben mit jemand anderem zu verbringen.",Ross,anger,negative,794,6,5,1,"00:14:15,855","00:14:18,815"
7480,"Please, promise me that you’ll tell her that.","Bitte versprich mir, dass du ihr das sagst.","Bitte, versprich mir, dass du ihr das sagen wirst.",Ross,sadness,negative,794,7,5,1,"00:14:19,149","00:14:22,443"
7481,"All right, I’ll tell her.  Come on bugger face!","Alles klar, ich werde es ihr sagen. Komm schon, Mistkerl!","In Ordnung, ich werde es ihr sagen.  Komm schon, Arschgesicht!",Mr. Waltham,anger,negative,794,8,5,1,"00:14:23,988","00:14:28,074"
7482,Call me.,Ruf mich an.,Ruf mich an.,Mrs. Waltham,neutral,neutral,794,9,5,1,"00:14:28,617","00:14:30,159"
7483,"You spend half your life in the bathroom, why don’t you ever go out the bloody window!","Du verbringst dein halbes Leben im Badezimmer, warum gehst du nie aus dem verdammten Fenster!","Du verbringst dein halbes Leben im Badezimmer, warum gehst du nicht mal aus dem verdammten Fenster!",Mr. Waltham,anger,negative,794,10,5,1,"00:14:30,953","00:14:35,540"
7484,What happened?!!,Was ist passiert?!!,Was ist passiert?!!,Ross,surprise,negative,795,0,7,6,"0:04:59,340","0:05:00,302"
7485,"Well, I don’t know!!","Nun, ich weiß es nicht!!","Nun, ich weiß es nicht!!",Joey,surprise,negative,795,1,7,6,"0:05:00,302","0:05:01,517"
7486,We fell asleep! That is all.,Wir sind eingeschlafen! Das ist alles.,Wir sind eingeschlafen! Das ist alles.,Ross,neutral,neutral,795,2,7,6,"00:05:01,718","00:05:04,594"
7487,"Yeah. Yep. Yeah. All right, well uh, I’d better go.","Ja. Ja. Ja. In Ordnung, nun, äh, ich gehe besser.","Das ist alles. Ja. Ja. Ja, ja, ja. In Ordnung, nun, äh, ich gehe besser.",Joey,neutral,neutral,795,3,7,6,"00:05:04,762","00:05:10,976"
7488,I think that would be best.,"Ich denke, das wäre das Beste.","Ich denke, das wäre das Beste.",Ross,neutral,neutral,795,4,7,6,"00:05:11,144","00:05:13,103"
7489,"Yeah. All right, I’ll talk to you later.","Ja. Alles klar, ich rede später mit dir.","Ich denke, das wäre das Beste. Ja. Alles klar, wir sprechen uns später.",Joey,neutral,neutral,795,5,7,6,"00:05:13,313","00:05:15,022"
7490,Okay. But not about this!,Okay. Aber nicht darüber!,Okay. Aber nicht darüber!,Ross,anger,negative,795,6,7,6,"0:05:15,189","0:05:16,491"
7491,No! Never! Never!  Bye.,Nein! Noch nie! Noch nie! Tschüss.,Nein! Niemals! Niemals!  Tschüss!,Joey,anger,negative,795,7,7,6,"0:05:16,491","0:05:18,710"
7492,No touch! No touch!,Keine Berührung! Keine Berührung!,Nicht anfassen! Nicht anfassen!,Ross,neutral,neutral,795,8,7,6,"00:05:22,155","00:05:24,364"
7493,"Umm ma’am, do you have a minute?  I kind of have some bad news. I don’t think I can move to Tulsa.","Umm Ma'am, haben Sie eine Minute Zeit? Ich habe ein paar schlechte Nachrichten. Ich glaube nicht, dass ich nach Tulsa ziehen kann.","Ähm, Ma'am, haben Sie eine Minute Zeit?  Ich habe ein paar schlechte Nachrichten. Ich glaube nicht, dass ich nach Tulsa ziehen kann.",Chandler,sadness,negative,796,0,9,2,"00:13:27,223","00:13:34,395"
7494,What?,Was?,Wie bitte?,Ms. McKenna,surprise,negative,796,1,9,2,"0:13:34,980","0:13:35,648"
7495,"It’s a funny story, actually.",Eigentlich eine lustige Geschichte.,Es ist eigentlich eine lustige Geschichte.,Chandler,neutral,neutral,796,2,9,2,"0:13:35,648","0:13:38,038"
7496,"I kind of fell asleep  in the meeting this morning so when I said I’d move to Tulsa, I didn’t really  know what I was saying.","Ich bin heute morgen in der Besprechung irgendwie eingeschlafen, also wusste ich nicht wirklich, was ich sagte, als ich sagte, ich würde nach Tulsa ziehen.","Ich bin heute Morgen in der Besprechung eingeschlafen. Als ich sagte, ich ziehe nach Tulsa, wusste ich nicht, was ich sagte.",Chandler,neutral,neutral,796,3,9,2,"00:13:39,902","00:13:47,408"
7497,You fell asleep?,Du bist eingeschlafen?,Du bist eingeschlafen?,Ms. McKenna,surprise,negative,796,4,9,2,"00:13:47,576","00:13:48,827"
7498,"But only because I was up all night worried about this  meeting, ain’t that funny?","Aber nur, weil ich die ganze Nacht wach war und mir Sorgen um dieses Treffen machte, ist das nicht lustig?","Aber nur, weil ich die ganze Nacht wach war und mir Sorgen wegen des Meetings gemacht habe, ist das nicht lustig?",Chandler,fear,negative,796,5,9,2,"00:13:48,994","00:13:53,832"
7499,Irony?,Ironie?,Ironie?,Chandler,surprise,positive,796,6,9,2,"0:13:55,042","0:13:55,835"
7500,"Not a fan, alright .","Kein Fan, okay.","Ich bin kein Fan, klar.",Chandler,neutral,neutral,796,7,9,2,"0:13:55,835","0:13:57,775"
7501,"See, here’s  the thing.","Sehen Sie, hier ist die Sache.","Sehen Sie, die Sache ist die.",Chandler,neutral,neutral,796,8,9,2,"00:13:59,713","00:14:01,047"
7502,I went home and told my wife about Tulsa and she won’t go.,Ich ging nach Hause und erzählte meiner Frau von Tulsa und sie wird nicht gehen.,"Ich hab meiner Frau von Tulsa erzählt, und sie will nicht hinfahren.",Chandler,neutral,neutral,796,9,9,2,"00:14:01,215","00:14:04,843"
7503,"See, me, I  love Tulsa!","Sehen Sie, ich liebe Tulsa!","Weißt du, ich liebe Tulsa.",Chandler,joy,positive,796,10,9,2,"0:14:05,010","0:14:06,742"
7504,Tulsa is heaven!,Tulsa ist der Himmel!,Tulsa ist der Himmel.,Chandler,joy,positive,796,11,9,2,"0:14:06,742","0:14:08,488"
7505,Tulsa is Italy—Please don’t make me go  there!,Tulsa ist Italien – bitte lass mich nicht dorthin gehen!,"Tulsa ist Italien. Bitte zwingt mich nicht, dorthin zu gehen!",Chandler,fear,negative,796,12,9,2,"00:14:08,597","00:14:11,015"
7506,"Chandler, I…","Chandler, ich…","Chandler, ich...",Ms. McKenna,joy,positive,796,13,9,2,"0:14:11,183","0:14:12,155"
7507,No no no!,Nein nein Nein!,"Nein, nein, nein!",Chandler,fear,negative,796,14,9,2,"0:14:12,155","0:14:12,784"
7508,"Look, Carol, can I call you Carol?","Hör zu, Carol, darf ich dich Carol nennen?","Hören Sie, Carol, darf ich Sie Carol nennen?",Chandler,neutral,neutral,796,15,9,2,"00:14:12,935","00:14:16,062"
7509,Wh-why  would I when your name is Elaine?,"Warum sollte ich, wenn du Elaine heißt?","Warum sollte ich, wenn dein Name Elaine ist?",Chandler,joy,positive,796,16,9,2,"00:14:17,398","00:14:19,858"
7510,"Oh what a great picture of your son,  strapping!","Oh was für ein tolles Bild von deinem Sohn, Strapping!","Oh, was für ein tolles Bild von deinem Sohn, stramm!",Chandler,joy,positive,796,17,9,2,"00:14:25,072","00:14:27,740"
7511,"That’s a picture of your daughter, isn’t it,  well she’s lovely.","Das ist ein Bild von Ihrer Tochter, nicht wahr, sie ist hübsch.","Das ist ein Bild von Ihrer Tochter, nicht wahr? Nun, sie ist reizend.",Chandler,joy,positive,796,18,9,2,"00:14:29,869","00:14:36,749"
7512,I like a girl with a strong jaw.,Ich mag ein Mädchen mit einem starken Kiefer.,Ich mag Mädchen mit einem starken Kiefer.,Chandler,sadness,negative,796,19,9,2,"00:14:33,122","00:14:36,749"
7513,I’ll call you from Tulsa.,Ich rufe dich aus Tulsa an.,Ich rufe Sie aus Tulsa an.,Chandler,neutral,neutral,796,20,9,2,"00:14:39,336","00:14:41,754"
7514,Hi.,Hallo.,Hi.,Monica,neutral,neutral,797,0,1,21,"0:17:40,017","0:17:40,859"
7515,Hey.,Hallo.,Hi.,Fake Monica,neutral,neutral,797,1,1,21,"0:17:40,859","0:17:42,407"
7516,How are you?,Wie geht es dir?,Wie geht's dir denn?,Monica,neutral,neutral,797,2,1,21,"00:17:42,561","00:17:44,187"
7517,"I'm not too bad. Fortunately, blue's my colour. How-how did you know I was here?","Ich bin nicht zu schlecht. Zum Glück ist Blau meine Farbe. Woher wusstest du, dass ich hier war?","Mir geht's nicht so schlecht. Zum Glück ist Blau meine Farbe. Woher wusstest du, dass ich hier bin?",Fake Monica,neutral,neutral,797,3,1,21,"00:17:44,354","00:17:49,776"
7518,Because... I'm Monica Geller. It was my credit card you were using.,"Weil... ich bin Monica Geller. Es war meine Kreditkarte, die Sie benutzt haben.","Weil... Ich bin Monica Geller. Es war meine Kreditkarte, die Sie benutzt haben.",Monica,neutral,neutral,797,4,1,21,"00:17:51,862","00:17:59,702"
7519,That I was not expecting.,Das hatte ich nicht erwartet.,Damit habe ich nicht gerechnet.,Fake Monica,surprise,negative,797,5,1,21,"00:17:59,870","00:18:02,246"
7520,"I want you to know, it wasn't me who turned you in.","Ich möchte, dass du weißt, dass ich es nicht war, der dich angezeigt hat.","Ich möchte, dass Sie wissen, dass ich es nicht war, der Sie verraten hat.",Monica,neutral,neutral,797,6,1,21,"00:18:02,414","00:18:05,041"
7521,Oh. Thanks.,Oh. Vielen Dank.,Oh. Ich danke Ihnen.,Fake Monica,neutral,neutral,797,7,1,21,"00:18:05,209","00:18:10,088"
7522,"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing","Nein danke! Du hast mir so viel gegeben! Ich meine, wenn du nicht gewesen wärest, hätte ich nie singen können","Nein, ich danke Ihnen! Du hast mir so viel gegeben! Ich meine, wenn du nicht gewesen wärst, wäre ich nie dazu gekommen, zu singen.",Monica,joy,positive,797,8,1,21,"00:18:07,002","00:18:10,088"
7523,"Well, actually, you only got to sing 'Memo-'.","Nun, eigentlich musst du nur 'Memo-' singen.","Na ja, eigentlich durftest du nur ""Memo"" singen.",Fake Monica,neutral,neutral,797,9,1,21,"00:18:17,930","00:18:20,056"
7524,I just can't believe you're in here.,"Ich kann einfach nicht glauben, dass du hier drin bist.","Ich kann einfach nicht glauben, dass du hier drin bist.",Monica,surprise,positive,797,10,1,21,"0:18:22,476","0:18:23,728"
7525,"I mean, what am I gonna do without you?","Ich meine, was soll ich ohne dich machen?","Ich meine, was soll ich ohne dich machen?",Monica,sadness,negative,797,11,1,21,"0:18:23,728","0:18:26,455"
7526,Who's gonna crash the embassy parties with me?,Wer wird mit mir die Botschaftspartys krachen lassen?,Wer wird mit mir zu den Botschaftspartys gehen?,Monica,sadness,negative,797,12,1,21,"00:18:26,563","00:18:29,107"
7527,Who's gonna take me to the,Wer bringt mich zum,Wer nimmt mich mit zu den,Monica,sadness,negative,797,13,1,21,"00:18:29,274","00:18:31,526"
7528,"Uh... Oh, Mindy, you are so stupid. Oh, we are both so stupid.","Äh... Oh, Mindy, du bist so dumm. Oh, wir sind beide so dumm.","Oh... Oh, Mindy, du bist so dumm. Oh, wir sind beide so dumm.",Rachel,disgust,negative,798,0,1,20,"00:15:46,612","00:15:55,119"
7529,What do you mean?,Was meinen Sie?,Was meinst du damit?,Mindy,neutral,neutral,798,1,1,20,"00:15:55,287","00:15:56,663"
7530,Smell familiar?,Geruch vertraut?,Kommt dir der Geruch bekannt vor?,Rachel,neutral,neutral,798,2,1,20,"0:15:59,166","0:16:00,048"
7531,Oh no.,Ach nein.,"Oh, nein!",Mindy,fear,negative,798,3,1,20,"0:16:00,048","0:16:01,770"
7532,"Oh, I am so sorry.","Oh, es tut mir so leid.","Oh, es tut mir so leid.",Rachel,sadness,negative,798,4,1,20,"00:16:03,963","00:16:05,380"
7533,"No me, I am so sorry...","Nein ich, es tut mir so leid...","Nein ich, es tut mir so leid...",Mindy,sadness,negative,798,5,1,20,"00:16:05,965","00:16:08,341"
7534,Oh my.,Oh mein.,Oh je.,Joey,surprise,positive,798,6,1,20,"00:16:24,733","00:16:26,401"
7535,"Well, there's no way I'm gonna get a shot.","Nun, ich werde auf keinen Fall eine Chance bekommen.","Nun, es gibt keine Möglichkeit, dass ich eine Spritze bekomme.",Ross,fear,negative,799,0,2,6,"00:09:24,230","00:09:27,357"
7536,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.","Vielleicht können sie die Nadel nehmen und sie mir in den Mund spritzen, wissen Sie, wie eine Spritzpistole.","Vielleicht können sie die Nadel nehmen und sie mir in den Mund spritzen, wie eine Spritzpistole.",Ross,fear,negative,799,1,2,6,"00:09:24,230","00:09:30,860"
7537,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.","Doktor, kann ich Sie bitte kurz sehen? Mein Bruder hat eine leichte Phobie gegen Nadeln.","Doktor, kann ich Sie bitte eine Minute sprechen? Mein Bruder hat eine leichte Phobie vor Nadeln.",Monica,neutral,neutral,799,2,2,6,"00:09:38,786","00:09:47,168"
7538,Did you tell him about my thquirt gun idea?,Hast du ihm von meiner Idee mit der Spritzpistole erzählt?,Haben Sie ihm von meiner Thquirt-Gun-Idee erzählt?,Ross,neutral,neutral,799,3,2,6,"00:09:47,336","00:09:49,337"
7539,"My brother, the PhD would like to know if there's any way to treat this orally.","Mein Bruder, der Doktor, würde gerne wissen, ob es eine Möglichkeit gibt, dies oral zu behandeln.","Mein Bruder, der Doktor möchte wissen, ob es eine Möglichkeit gibt, das oral zu behandeln.",Monica,neutral,neutral,799,4,2,6,"00:09:51,757","00:09:56,595"
7540,"No, under these circumstances it has to be an injection, and it has to be now.","Nein, unter diesen Umständen muss es eine Injektion sein, und zwar jetzt.","Nein, unter diesen Umständen muss es eine Injektion sein, und zwar sofort.",Doctor,neutral,neutral,799,5,2,6,"00:09:56,762","00:10:02,142"
7541,Tho?,Das?,Und?,Ross,neutral,neutral,799,6,2,6,"00:10:03,060","00:10:04,603"
7542,Ohhh.,Oh.,Ohhh.,Ross,fear,negative,800,0,3,6,"00:10:04,770","00:10:06,438"
7543,"That's good, have a seat.","Das ist gut, nehmen Sie Platz.","Das ist gut, setzen Sie sich.",Monica,neutral,neutral,800,1,3,6,"00:10:06,647","00:10:10,817"
7544,"Um, the doctor says it's gotta be a needle.","Ähm, der Arzt sagt, es muss eine Nadel sein.","Ähm, der Arzt sagt, es muss eine Nadel sein.",Monica,neutral,neutral,801,0,2,6,"00:10:06,647","00:10:10,817"
7545,"You're just gonna have to be brave, ok?","Du musst nur mutig sein, ok?","Du musst einfach nur tapfer sein, ok?",Monica,neutral,neutral,801,1,2,6,"0:10:10,985","0:10:13,117"
7546,Can you do that for me?,Kannst du das für mich tun?,Kannst du das für mich tun?,Monica,neutral,neutral,801,2,2,6,"0:10:13,117","0:10:15,871"
7547,Ok.,OK.,Ok.,Ross,neutral,neutral,801,3,2,6,"00:10:17,116","00:10:18,450"
7548,Ok. Oh boy. You are doin' so good. You wanna squeeze my hand?,OK. Oh Junge. Du machst das so gut. Willst du meine Hand drücken?,"Ok. Oh, Mann. Du machst das so gut. Willst du meine Hand drücken?",Monica,neutral,neutral,801,4,2,6,"00:10:17,116","00:10:25,165"
7549,Yes!,Ja!,Ja!,Ross,fear,negative,801,5,2,6,"00:10:23,456","00:10:25,165"
7550,"All right, Ross, don't squeeze it so hard.","In Ordnung, Ross, drück es nicht so fest.","Ok, Ross, drück nicht so fest zu.",Monica,neutral,neutral,801,6,2,6,"00:10:26,334","00:10:28,376"
7551,"Honey, really, don't squeeze it so hard!","Schatz, wirklich, drück es nicht so fest!","Schatz, wirklich, drück nicht so fest zu!",Monica,anger,negative,801,7,2,6,"00:10:28,544","00:10:30,879"
7552,Let go of my hand!,Lass meine Hand los!,Lassen Sie meine Hand los!,Monica,anger,negative,801,8,2,6,"00:10:31,339","00:10:33,173"
7553,You’re gonna love me so much. I got Sting tickets!!,Du wirst mich so lieben. Ich habe Sting-Tickets bekommen!!,Du wirst mich so sehr lieben. Ich habe Sting-Karten!!,Ross,joy,positive,802,0,8,10,"00:21:19,945","00:21:24,031"
7554,Oh my God! I do love you! How did you do it?!,Oh mein Gott! Ich liebe dich wirklich! Wie hast du es gemacht?!,"Oh, mein Gott! Ich liebe dich! Ich liebe dich wirklich! Wie hast du das gemacht?!",Phoebe,joy,positive,802,1,8,10,"00:21:24,199","00:21:27,952"
7555,Well…let’s just say,Naja...sagen wir einfach,Naja... sagen wir einfach,Ross,neutral,neutral,802,2,8,10,"00:21:28,120","00:21:30,121"
7556,"Oo, where are the seats?","Oh, wo sind die Sitze?","Oo, wo sind die Plätze?",Phoebe,joy,positive,802,3,8,10,"0:21:35,252","0:21:36,379"
7557,"Uh, middle balcony.","Äh, mittlerer Balkon.","Äh, mittlerer Balkon.",Ross,neutral,neutral,802,4,8,10,"0:21:36,379","0:21:37,444"
7558,You’re a mean old woman.,Du bist eine gemeine alte Frau.,Du bist eine gemeine alte Frau.,Boy in the Cape,anger,negative,803,0,8,6,"00:14:48,888","00:14:50,722"
7559,No! Wait no! Shut up—I mean don’t cry! Let me get my checkbook!,"Nein! Warte, nein! Halt die Klappe, ich meine nicht weinen! Lass mich mein Scheckheft holen!","Nein! Warte, nein! Halt die Klappe - ich meine, weine nicht! Lass mich mein Scheckbuch holen!",Rachel,sadness,negative,803,1,8,6,"00:14:50,890","00:14:55,059"
7560,"Look honey, you don’t have to do this, okay?","Schau, Schatz, du musst das nicht tun, okay?","Sieh mal, Schatz, du musst das nicht tun, okay?",Monica,surprise,negative,803,2,8,6,"00:14:55,227","00:14:57,395"
7561,It’s the strength you have inside that means the most to me.,"Es ist die Stärke, die du in dir hast, die mir am meisten bedeutet.","Es ist die Stärke, die du in dir trägst, die mir am meisten bedeutet.",Monica,joy,positive,803,3,8,6,"00:14:57,563","00:15:00,440"
7562,"You’re loyal, you’re honest, and you have integrity!","Du bist loyal, du bist ehrlich und du hast Integrität!","Du bist loyal, du bist ehrlich, und du hast Integrität!",Monica,joy,positive,803,4,8,6,"00:15:00,608","00:15:04,903"
7563,That’s the kind of strength that I want in the man that I love!,"Das ist die Art von Stärke, die ich in dem Mann wünsche, den ich liebe!","Das ist die Art von Stärke, die ich in dem Mann, den ich liebe, haben will!",Monica,joy,positive,803,5,8,6,"00:15:05,070","00:15:08,156"
7564,That means nothing to me.  Come on!,Das bedeutet mir nichts. Komm schon!,Das bedeutet mir nichts.  Kommen Sie!,Chandler,anger,negative,803,6,8,6,"00:15:08,324","00:15:11,451"
