,sr no.,utterance,utterance_de,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
7949,8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!","Ok, danke Pheebs Oh mein Gott, warum habe ich die noch nie probiert?!",Rachel,surprise,positive,840,10,1,12,"00:13:38,359","00:13:51,329"
7950,8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies","Oh, ich mache sie nicht oft, weil ich es den anderen Keksen gegenüber nicht fair finde",Phoebe,neutral,neutral,840,11,1,12,"00:13:51,497","00:13:55,416"
7951,8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.","In Ordnung, Sie haben Recht, das sind die besten Haferkekse, die ich je gegessen habe.",Rachel,surprise,positive,840,12,1,12,"00:14:01,090","00:14:05,635"
7952,8372,Which proves that I never lie.,"Was beweist, dass ich nie lüge.",Phoebe,neutral,neutral,840,13,1,12,"0:14:05,803","0:14:07,535"
7953,8373,I guess you don't.,"Ich denke, Sie nicht.",Rachel,neutral,neutral,840,14,1,12,"0:14:07,535","0:14:09,601"
7954,8374,Paolo made a pass at me.,Paolo ging an mir vorbei.,Phoebe,sadness,negative,840,15,1,12,"00:14:09,974","00:14:11,307"
7955,8375,"I’m so sorry. Please, stop freaking out.",Es tut mir Leid. Bitte hör auf auszuflippen.,Monica,fear,negative,841,0,6,22,"0:19:51,315","0:19:53,997"
7956,8376,I’m not freaking out.,Ich verzweifle nicht.,Chandler,neutral,neutral,841,1,6,22,"0:19:53,997","0:19:54,281"
7957,8377,Why would I be freaking out?,Warum sollte ich ausrasten?,Chandler,neutral,neutral,841,2,6,22,"00:19:59,114","00:20:00,573"
7958,8378,"A woman named Heldi called and said we were getting married, but that happens everyday.","Eine Frau namens Heldi rief an und sagte, wir würden heiraten, aber das passiert jeden Tag.",Chandler,neutral,neutral,841,3,6,22,"00:20:00,741","00:20:05,411"
7959,8379,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!","Schatz, wir waren an diesem wunderschönen Ort, und ich-ich-ich habe nur zum Spaß unsere Namen aufgeschrieben!",Monica,anger,negative,841,4,6,22,"00:20:08,415","00:20:13,711"
7960,8380,"I mean, what’s the harm in that?","Ich meine, was soll daran schaden?",Monica,neutral,neutral,841,5,6,22,"0:20:13,879","0:20:15,131"
7961,8381,Right here!,Genau hier!,Chandler,sadness,negative,841,6,6,22,"0:20:15,131","0:20:15,757"
7962,8382,"Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel","Chandler, bitte denken Sie nicht, dass ich Sie unter Druck setzen wollte. Phoebe und Rachel",Monica,anger,negative,841,7,6,22,"00:20:18,926","00:20:24,055"
7963,8383,Phoebe and Rachel!,Phoebe und Rachel!,Chandler,anger,negative,841,8,6,22,"00:20:21,803","00:20:24,055"
7964,8384,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!","Die Leute, die vor mir von unserer Hochzeit wussten, waren Sie, Phoebe und Rachel, Heldi und anscheinend eine Band namens Starlight Magic 7, die übrigens verfügbar ist!",Chandler,sadness,negative,841,9,6,22,"00:20:24,223","00:20:32,313"
7965,8385,"It was a mistake. Please don’t take this to mean anything, because it doesn’t.","Es war ein Fehler. Bitte verstehe das nicht so, denn das stimmt nicht.",Monica,sadness,negative,841,10,6,22,"00:20:36,860","00:20:42,156"
7966,8386,Okay.,Okay.,Chandler,neutral,neutral,841,11,6,22,"00:20:44,910","00:20:46,327"
7967,8387,Really?,"""Ja wirklich?""",Monica,joy,positive,841,12,6,22,"00:20:46,912","00:20:48,412"
7968,8388,"Yes, if it really doesn’t mean anything, because you know that I’m just not ready","Ja, wenn es wirklich nichts bedeutet, denn du weißt, dass ich einfach nicht bereit bin",Chandler,neutral,neutral,841,13,6,22,"00:20:48,997","00:20:52,500"
7969,8389,I know! I know.,Ich weiß! Ich weiß.,Monica,neutral,neutral,841,14,6,22,"00:20:52,668","00:20:55,753"
7970,8390,Okay.,Okay.,Chandler,neutral,neutral,841,15,6,22,"00:20:56,255","00:20:57,546"
7971,8391,I’m gonna go tell Joey that  that you’re back. I was really worried about you.,"Ich werde Joey sagen, dass du zurück bist. Ich habe mir wirklich Sorgen um dich gemacht.",Monica,anger,negative,841,16,6,22,"00:20:59,508","00:21:04,679"
7972,8392,"Hey, did she buy it?","Hey, hat sie es gekauft?",Phoebe,neutral,neutral,841,17,6,22,"0:21:10,185","0:21:11,787"
7973,8393,Totally.,Total.,Chandler,neutral,neutral,841,18,6,22,"0:21:11,787","0:21:13,237"
7974,8394,So did Heldi show you the place?,Hat Heldi dir den Ort gezeigt?,Phoebe,neutral,neutral,841,19,6,22,"0:21:13,605","0:21:15,107"
7975,8395,"Yeah, it’s beautiful.","Ja, es ist schön.",Chandler,neutral,neutral,841,20,6,22,"0:21:15,107","0:21:17,594"
7976,8396,I can’t believe you’re gonna ask Monica to marry you!,"Ich kann nicht glauben, dass du Monica bitten wirst, dich zu heiraten!",Phoebe,joy,positive,841,21,6,22,"00:21:18,443","00:21:20,861"
7977,8397,I know.,Ich weiß.,Chandler,neutral,neutral,841,22,6,22,"00:21:21,280","00:21:22,321"
7978,8400,"Okay look, I have an idea.","Okay, schau, ich habe eine Idee.",Rachel,neutral,neutral,842,0,7,15,"00:06:08,242","00:06:09,576"
7979,8401,"Why don’t we, why don’t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.","Warum nicht, warum sehen wir nicht, was für eine Nummer er auf seiner Kurzwahl hat, und dann können wir sehen, wer mehr mit ihm gemeinsam hat.",Rachel,neutral,neutral,842,1,7,15,"00:06:09,786","00:06:16,792"
7980,8402,And then whoever does gets the phone.,"Und wer es tut, bekommt das Telefon.",Rachel,neutral,neutral,842,2,7,15,"00:06:16,959","00:06:18,877"
7981,8406,"All right, first name on the speed dial is mom.","Alles klar, der Vorname auf der Kurzwahl ist Mama.",Rachel,neutral,neutral,842,3,7,15,"00:06:19,545","00:06:25,884"
7982,8407,"Ohh, I lost my mom to suicide.","Ohh, ich habe meine Mutter durch Selbstmord verloren.",Phoebe,sadness,negative,842,4,7,15,"00:06:26,052","00:06:28,929"
7983,8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.","Okay, auf keinen Fall, das kannst du nicht benutzen, um den süßen Kerl und den letzten Blaubeermuffin zu bekommen.",Rachel,sadness,negative,842,5,7,15,"00:06:29,097","00:06:36,144"
7984,8409,Did I use that already today? I’m sorry.,Habe ich das heute schon benutzt? Es tut mir Leid.,Phoebe,sadness,negative,842,6,7,15,"00:06:33,226","00:06:36,144"
7985,8412,Joe.,Joe.,Rachel,neutral,neutral,842,7,7,15,"0:06:37,230","0:06:40,612"
7986,8419,"Oh, I win! He’s got","Ach, ich gewinne! Er hat",Rachel,joy,positive,842,10,7,15,"00:06:40,858","00:06:43,860"
7987,8420,So you don’t know that’s,"Du weißt also nicht, dass das ist",Phoebe,neutral,neutral,842,11,7,15,"00:06:44,028","00:06:46,363"
7988,8421,His new girlfriend!,Seine neue Freundin!,Rachel,surprise,negative,842,12,7,15,"00:06:52,412","00:06:54,579"
7989,8422,I can’t believe this. Do you think that your parents could help pay for it?,"Ich kann das nicht glauben. Glaubst du, deine Eltern könnten helfen, das zu bezahlen?",Monica,surprise,negative,843,0,7,2,"00:12:28,164","00:12:30,999"
7990,8423,"I don’t know, my mother spent most of her money on her fourth wedding.","Ich weiß nicht, meine Mutter hat das meiste Geld für ihre vierte Hochzeit ausgegeben.",Chandler,sadness,negative,843,1,7,2,"00:12:31,208","00:12:36,671"
7991,8424,She’s saving the rest for her divorce.,Den Rest spart sie sich für ihre Scheidung auf.,Chandler,anger,negative,843,2,7,2,"00:12:36,839","00:12:39,215"
7992,8425,And any extra cash my father has he saves for his yearly trips to,"Und jedes zusätzliche Geld, das mein Vater hat, spart er für seine jährlichen Reisen nach",Chandler,neutral,neutral,843,3,7,2,"00:12:39,508","00:12:44,220"
7993,8426,Well what happened at dinner?,"Nun, was ist beim Abendessen passiert?",Rachel,neutral,neutral,843,4,7,2,"00:12:48,684","00:12:49,934"
7994,8427,My parents spent the money for our wedding!,Meine Eltern haben das Geld für unsere Hochzeit ausgegeben!,Monica,anger,negative,843,5,7,2,"00:12:50,102","00:12:52,228"
7995,8428,My God! What did you order?!,Mein Gott! Was hast du bestellt?!,Phoebe,surprise,negative,843,6,7,2,"00:12:53,647","00:12:55,607"
7996,8429,"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!","Warte, aber es ist kein Geld da! Nun, das ist schrecklich! Ihr müsst heiraten wie ein, rec. Center!",Rachel,sadness,negative,843,7,7,2,"00:12:57,026","00:13:05,492"
7997,8430,"Honey, it’s gonna be okay.","Schatz, es wird gut.",Chandler,neutral,neutral,843,8,7,2,"00:13:06,702","00:13:10,663"
7998,8431,No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!,"Nein! Nein, ist es nicht! Es wird nicht gut! Es nervt! Keine Swingband! Keine Lilien!",Monica,sadness,negative,843,9,7,2,"00:13:06,702","00:13:14,709"
7999,8432,"No, y’know what?","Nein, weißt du was?",Rachel,neutral,neutral,843,10,7,2,"0:13:10,831","0:13:12,843"
8000,8433,It’s gonna be okay.,Es wird gut.,Rachel,neutral,neutral,843,11,7,2,"0:13:12,843","0:13:14,757"
8001,8434,I mean you don’t have to have this rustic Italian feast.,"Ich meine, Sie müssen dieses rustikale italienische Festessen nicht haben.",Rachel,neutral,neutral,843,12,7,2,"00:13:14,919","00:13:20,799"
8002,8435,Y’know?,Weißt du?,Rachel,neutral,neutral,843,13,7,2,"00:13:17,922","00:13:20,799"
8003,8436,"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.","Und – und Sie brauchen nicht, Sie brauchen nicht dieses maßgeschneiderte, Empire-Taillen-, Herzogin-Satinkleid; Sie können das Rack ausziehen.",Rachel,neutral,neutral,843,14,7,2,"00:13:21,050","00:13:29,432"
8004,8437,"Dr. Geller, there’s a seat over here.","Dr. Geller, hier drüben ist ein Sitzplatz.",Older Scientist,neutral,neutral,844,0,4,11,"00:16:32,783","00:16:35,118"
8005,8438,"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.","Danke, Dr. Phillips, aber ich esse mein Mittagessen an diesem Tisch hier in der Mitte.",Ross,neutral,neutral,844,1,4,11,"00:16:36,078","00:16:43,835"
8006,8439,"I’m having lunch right here, with my good friend Joey, if he’ll sit with me.","Ich esse hier mit meinem guten Freund Joey zu Mittag, wenn er sich zu mir setzt.",Ross,neutral,neutral,844,2,4,11,"00:16:38,789","00:16:45,753"
8007,8440,I will sit with you Dr. Geller.,"Ich werde bei Ihnen sitzen, Dr. Geller.",Joey,neutral,neutral,844,3,4,11,"00:16:57,599","00:16:59,600"
8008,8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.","Weißt du, wir arbeiten in einem Museum für Naturgeschichte, und doch hat die Art, wie wir zu Mittag essen, etwas Unnatürliches.",Ross,neutral,neutral,844,4,4,11,"00:17:04,773","00:17:17,118"
8009,8442,"Now, I look around this cafeteria, and y’know what I see, I see-I see division.","Jetzt schaue ich mich in dieser Cafeteria um und weißt du, was ich sehe, ich sehe – ich sehe Trennung.",Ross,sadness,negative,844,5,4,11,"00:17:18,787","00:17:22,999"
8010,8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""","Trennung, zwischen Menschen in weißen Kitteln und Menschen in blauen Blazern, und ich frage mich: ""Mein Gott warum?!""",Ross,fear,negative,844,6,4,11,"00:17:23,208","00:17:30,673"
8011,8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.","Nun, ich sage, wir legen diese Mäntel ab, die uns trennen, und wir lernen die Leute darunter kennen.",Ross,neutral,neutral,844,7,4,11,"00:17:32,843","00:17:41,976"
8012,8445,I’m Ross!,Ich bin Ross!,Ross,joy,positive,844,8,4,11,"00:17:45,189","00:17:46,272"
8013,8446,"I’m divorced, and I have a kid!",Ich bin geschieden und habe ein Kind!,Ross,joy,positive,844,9,4,11,"00:17:46,940","00:17:49,776"
8014,8447,I’m Joey! I’m an actor! I don’t know squat about dinosaurs!,Ich bin Joey! Ich bin ein Schauspieler! Ich habe keine Ahnung von Dinosauriern!,Joey,joy,positive,844,10,4,11,"00:17:55,991","00:18:01,871"
8015,8448,"I’m Ted, and I just moved here a month ago, and New York really scares me.","Ich bin Ted und bin erst vor einem Monat hierher gezogen, und New York macht mir wirklich Angst.",Another Tour Guide,anger,negative,844,11,4,11,"00:18:04,458","00:18:09,587"
8016,8449,"All right, there you go!","Alles klar, los geht's!",Ross,joy,positive,844,12,4,11,"0:18:09,838","0:18:10,965"
8017,8450,"Yeah, you hang in there Teddy!","Ja, du hängst durch, Teddy!",Joey,anger,negative,844,13,4,11,"0:18:10,965","0:18:12,819"
8018,8451,"I’m Andrew, and I didn’t pay for this pear.","Ich bin Andrew, und ich habe nicht für diese Birne bezahlt.",Older Scientist,neutral,neutral,844,14,4,11,"00:18:14,051","00:18:18,471"
8019,8452,"Okay, good-good for you.","Okay, gut-gut für dich.",Ross,joy,positive,844,15,4,11,"00:18:20,599","00:18:22,391"
8020,8453,"I’m Rhonda,  and these aren’t real!","Ich bin Rhonda, und die sind nicht echt!",Tour Guide,neutral,neutral,844,16,4,11,"00:18:23,185","00:18:27,438"
8021,8454,"Wow, Rhonda.","Wow, Rhonda.",Ross,surprise,positive,844,17,4,11,"00:18:31,860","00:18:33,569"
8022,8455,I’m Scott.,Ich bin Scott.,Another Scientist,neutral,neutral,844,18,4,11,"0:18:35,614","0:18:36,532"
8023,8456,"Yeah, okay, Scott!","Ja, okay, Scott!",Ross,neutral,neutral,844,19,4,11,"0:18:36,532","0:18:38,404"
8024,8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,"Und ich muss den Lichtschalter 17 Mal ein- und ausschalten, bevor ich einen Raum verlasse, sonst stirbt meine Familie.",Another Scientist,fear,negative,844,20,4,11,"00:18:39,076","00:18:45,248"
8025,8458,So thanks for the warm welcome.,Danke also für den herzlichen Empfang.,Doug,neutral,neutral,845,0,3,24,"00:04:02,492","00:04:04,034"
8026,8459,"It’s good to have you guys on my team, and I come to play.","Es ist gut, euch in meinem Team zu haben, und ich komme, um zu spielen.",Doug,joy,positive,845,1,3,24,"0:04:04,327","0:04:07,539"
8027,8460,I hope you do too.,"Ich hoffe, Sie auch.",Doug,neutral,neutral,845,2,3,24,"0:04:07,539","0:04:08,785"
8028,8461,"Now, let’s go out there and get ‘em!",Jetzt lass uns rausgehen und sie holen!,Doug,joy,positive,845,3,3,24,"00:04:08,957","00:04:11,416"
8029,8463,"And remember, there is no ‘I’ in team.","Und denken Sie daran, es gibt kein „Ich“ im Team.",Doug,neutral,neutral,845,4,3,24,"00:04:08,957","00:04:14,211"
8030,8464,"Yes, but there’s two in martini, soo everybody","Ja, aber Martini hat zwei, soo alle",Chandler,joy,positive,845,5,3,24,"00:04:14,462","00:04:18,465"
8031,8465,You! Chuckles! What’s your name?,Sie! Kichert! Wie heißen Sie?,Doug,neutral,neutral,845,6,3,24,"00:04:19,467","00:04:22,302"
8032,8466,"Oh it’s Bing, sir. I’m sorry , I was just ah...","Oh, es ist Bing, Sir. Es tut mir leid, ich war nur ah...",Chandler,fear,negative,845,7,3,24,"00:04:22,553","00:04:24,638"
8033,8467,"No-no, I heard what you said, funny.","Nein, nein, ich habe gehört, was du gesagt hast, komisch.",Doug,neutral,neutral,845,8,3,24,"0:04:24,889","0:04:26,308"
8034,8468,I like funny.,Ich mag lustig.,Doug,joy,positive,845,9,3,24,"0:04:26,308","0:04:28,332"
8035,8469,"This team is about hard work, but it’s also about having fun.","In diesem Team geht es um harte Arbeit, aber auch um Spaß.",Doug,joy,positive,845,10,3,24,"00:04:28,559","00:04:31,436"
8036,8470,Good to have you aboard Bing!,"Schön, dass Sie an Bord von Bing sind!",Doug,joy,positive,845,11,3,24,"00:04:31,688","00:04:33,689"
8037,8471,Yeah. You won't be able to take it.,Ja. Du wirst es nicht nehmen können.,Phoebe,neutral,neutral,846,0,5,3,"00:21:45,387","00:21:47,471"
8038,8472,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?","Also ähm, jetzt hat sich herausgestellt, dass der kleine Chandler ein Mädchen ist, wie werden sie sie nennen?",Chandler,neutral,neutral,846,1,5,3,"00:21:49,182","00:21:52,685"
8039,8473,They're gonna call her Chandler.,Sie werden sie Chandler nennen.,Phoebe,neutral,neutral,846,2,5,3,"00:21:52,894","00:21:54,437"
8040,8474,"That's kind of a masculine name, don't you think?","Das ist ein männlicher Name, findest du nicht?",Chandler,neutral,neutral,846,3,5,3,"00:21:55,397","00:21:58,232"
8041,8475,Works on you.,Funktioniert bei dir.,Phoebe,neutral,neutral,846,4,5,3,"00:21:59,860","00:22:00,901"
8042,8476,"Oh, that is so sweet.","Ach, das ist so süß.",Ross,joy,positive,847,0,2,1,"00:08:50,571","00:08:53,448"
8043,8477,"No, no, ok, you hang up.","Nein, nein, ok, du legst auf.",Ross,joy,positive,847,1,2,1,"00:08:57,161","00:08:59,246"
8044,8478,"Ok, ok, one, two, three.","Okay, ok, eins, zwei, drei.",Ross,joy,positive,847,2,2,1,"00:09:01,290","00:09:10,966"
8045,8479,Well you didn't hang up either.,"Nun, du hast auch nicht aufgelegt.",Ross,joy,positive,847,3,2,1,"0:09:07,672","0:09:09,234"
8046,8480,She didn't hang up either...,Sie hat auch nicht aufgelegt...,Rachel,joy,positive,847,4,2,1,"0:09:09,234","0:09:11,022"
8047,8481,"Ok, no, no, you hang up. You, you, y—","Ok, nein, nein, du legst auf. Du, du, y-",Ross,joy,positive,847,5,2,1,"00:09:15,221","00:09:20,600"
8048,8482,"Ross, hi, it's Rachel.","Ross, hallo, hier ist Rachel.",Rachel,neutral,neutral,848,0,4,21,"00:14:53,475","00:14:57,145"
8049,8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your","Ich rufe nur an, um zu sagen, dass ähm alles in Ordnung ist und ich mich wirklich für dich und deine freue",Rachel,neutral,neutral,848,1,4,21,"00:14:57,354","00:15:06,070"
8050,8484,"Rach, I got a message from you.","Rach, ich habe eine Nachricht von dir.",Ross,neutral,neutral,848,2,4,21,"00:15:23,213","00:15:24,923"
8051,8485,Oh my God.,Oh mein Gott.,Rachel,surprise,negative,848,3,4,21,"00:15:25,132","00:15:27,592"
8052,8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.","Oh mein Gott Ross, nein, leg auf, gib mir den Hörer Ross, gib mir den Hörer, gib mir den Hörer, gib mir den.",Rachel,sadness,negative,848,4,4,21,"00:15:25,132","00:15:32,138"
8053,8489,You're over me?,Du bist über mich hinweg?,Ross,surprise,negative,848,5,4,21,"00:15:37,853","00:15:39,729"
8054,8490,Ohhhhhhhh God.,Ohhhhhhhh Gott.,Rachel,surprise,negative,848,6,4,21,"00:15:39,980","00:15:41,731"
8055,8491,"Wha... you're uh, you're, you're over me?","Wa... du bist äh, du bist, du bist über mich hinweg?",Ross,surprise,negative,848,7,4,21,"00:15:41,899","00:15:45,443"
8056,8492,"Ohh, ohh.","Ohh, ohh.",Rachel,sadness,negative,848,8,4,21,"00:15:47,321","00:15:50,323"
8057,8493,"When, when were you... under me?","Wann, wann warst du... unter mir?",Ross,surprise,negative,848,9,4,21,"00:15:47,321","00:15:52,200"
8058,8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.","Nun, im Grunde hatte ich in letzter Zeit, äh, ich, äh, irgendwie Gefühle für dich.",Rachel,neutral,neutral,848,10,4,21,"00:15:55,329","00:16:03,461"
8059,8495,"OK, I need to lie down.","Okay, ich muss mich hinlegen.",Ross,surprise,negative,848,11,4,21,"00:16:04,463","00:16:05,672"
8060,8496,"Hey! I'm in, they're gonna let me audition!","Hallo! Ich bin dabei, sie werden mich vorsprechen lassen!",Joey,joy,positive,849,0,5,18,"00:03:53,316","00:03:55,442"
8061,8497,Really? That's great!,"""Ja wirklich?"" Das ist großartig!",Ross,joy,positive,849,1,5,18,"00:03:55,610","00:03:57,152"
8062,8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her","Ich weiß! Ich weiß! Es stellte sich heraus, dass mich eine der Casting-Damen tatsächlich in einem Theaterstück gesehen hat, also habe ich mich von ihr entfernt",Joey,joy,positive,849,2,5,18,"00:03:57,320","00:04:02,699"
8063,8499,(noticing a kid who has picked up a copy of,"(bemerkt ein Kind, das eine Kopie von",Carol,neutral,neutral,849,3,5,18,"00:04:04,452","00:04:06,453"
8064,8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,","Oh ja ja! Er hat Tonnen von Werbespots gemacht. Ich habe ihn wie Sugar Smacks gesehen,",Joey,joy,positive,849,4,5,18,"00:04:04,452","00:04:10,540"
8065,8501,"Yeah well, he's not gonna get this one.","Ja, gut, das wird er nicht bekommen.",Ross,joy,positive,849,5,5,18,"00:04:20,176","00:04:23,804"
8066,8502,Ben is way cuter than that kid.,Ben ist viel süßer als dieses Kind.,Ross,joy,positive,849,6,5,18,"00:04:20,176","00:04:25,222"
8067,8503,"I mean look at him, look at you,","Ich meine, sieh ihn dir an, sieh dich an,",Ross,disgust,negative,849,7,5,18,"00:04:23,972","00:04:25,222"
8068,8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?","Das ist großartig. Hör zu, wäre es nicht toll, wenn ich Bens Vater spielen könnte?",Joey,neutral,neutral,849,8,5,18,"00:04:32,313","00:04:36,275"
8069,8505,"Joey, you look nothing like Ben.","Joey, du siehst Ben nicht ähnlich.",Ross,neutral,neutral,849,9,5,18,"00:04:36,442","00:04:37,943"
8070,8506,I look more like him than you do!,Ich sehe ihm ähnlicher aus als du!,Joey,anger,negative,849,10,5,18,"00:04:39,445","00:04:41,655"
8071,8507,"Y'know, I don't really know you well enough for you to do that.","Weißt du, ich kenne dich nicht wirklich gut genug, um das zu tun.",Carol,joy,positive,849,11,5,18,"00:04:43,950","00:04:47,327"
8072,8508,That really was some of your best work.,Das war wirklich eine Ihrer besten Arbeiten.,Monica,joy,positive,850,0,7,12,"00:21:17,359","00:21:19,777"
8073,8509,"Hm-hmm, I told you!  I can’t believe that I’ve only got two hours before I call in sick for work.","Hm-hmm, ich habe es dir gesagt! Ich kann nicht glauben, dass ich nur zwei Stunden habe, bevor ich mich zur Arbeit krankmelde.",Chandler,neutral,neutral,850,1,7,12,"00:21:19,987","00:21:26,492"
8074,8510,I have to be up in seven minutes.,Ich muss in sieben Minuten aufstehen.,Monica,neutral,neutral,850,2,7,12,"00:21:31,290","00:21:33,332"
8075,8511,"Well, you’re not gonna believe this, but if you have seven minutes","Nun, das wirst du nicht glauben, aber wenn du sieben Minuten Zeit hast",Chandler,neutral,neutral,850,3,7,12,"00:21:34,376","00:21:38,546"
8076,8512,Really?!,Ja wirklich?!,Monica,surprise,positive,850,4,7,12,"00:21:39,256","00:21:40,840"
8077,8513,Do you wanna?,Willst du?,Chandler,neutral,neutral,850,5,7,12,"00:21:41,341","00:21:42,758"
8078,8514,Okay! You get the vacuum cleaner and I’ll get the furniture polish!,Okay! Du bekommst den Staubsauger und ich die Möbelpolitur!,Monica,joy,positive,850,6,7,12,"00:21:42,968","00:21:46,429"
8079,8515,Oh okay. But y’know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,"Oh ok. Aber weißt du was? Achtung. Weil ein Typ, der mir vorher geholfen hat, gehen musste, weil er sich den Rücken verletzt hatte.",Kristen,neutral,neutral,851,0,7,17,"00:05:31,247","00:05:36,126"
8080,8516,Boyfriend?,Freund?,Joey,surprise,negative,851,1,7,17,"0:05:37,045","0:05:37,887"
8081,8517,No.,Nein.,Kristen,neutral,neutral,851,2,7,17,"0:05:37,887","0:05:38,774"
8082,8518,I’m Joey.,Ich bin Joey.,Joey,neutral,neutral,851,3,7,17,"00:05:38,921","00:05:40,630"
8083,8519,Kristen.,Kristen.,Kristen,neutral,neutral,851,4,7,17,"00:05:41,299","00:05:42,341"
8084,8520,"Oh wow, what a beautiful name!  What is it again?","Oh wow, was für ein schöner Name! Was ist es nochmal?",Joey,joy,positive,851,5,7,17,"00:05:42,550","00:05:48,347"
8085,8521,Kristen.,Kristen.,Kristen,neutral,neutral,851,6,7,17,"0:05:49,265","0:05:50,058"
8086,8522,Got it!  So,Ich habs! So,Joey,neutral,neutral,851,7,7,17,"0:05:50,058","0:05:51,837"
8087,8523,"So uh, do you live around here?","Also, wohnst du hier in der Nähe?",Kristen,neutral,neutral,851,8,7,17,"0:05:52,477","0:05:53,949"
8088,8524,Yeah!,Ja!,Joey,neutral,neutral,851,9,7,17,"0:05:53,949","0:05:54,471"
8089,8525,Yeah!,Ja!,Joey,joy,positive,851,10,7,17,"0:05:54,471","0:05:54,805"
8090,8526,Right down there.,Ganz unten.,Joey,neutral,neutral,851,11,7,17,"0:05:54,805","0:05:55,349"
8091,8527,Hey listen.. let me give you a little tip.,"Hey, hör zu... lass mich dir einen kleinen Tipp geben.",Joey,neutral,neutral,851,12,7,17,"00:05:55,480","00:05:57,314"
8092,8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,"Machen Sie auf dieser Treppe kein Nickerchen, sonst können Sie ohne Schuhe aufwachen.",Joey,joy,positive,851,13,7,17,"00:05:57,565","00:06:02,319"
8093,8529,I’ll remember that.,Ich werde mich daran erinnern.,Kristen,neutral,neutral,851,14,7,17,"00:06:03,363","00:06:04,821"
8094,8530,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?","Okay. Ja. Hören Sie, würden Sie gerne heute Abend mit mir zu Abend essen?",Joey,neutral,neutral,851,15,7,17,"00:06:03,363","00:06:09,701"
8095,8531,"Oh I, I have plans tonight.","Oh ich, ich habe Pläne heute Abend.",Kristen,neutral,neutral,851,16,7,17,"00:06:09,911","00:06:13,080"
8096,8533,But how about tomorrow?,Aber wie sieht es morgen aus?,Kristen,neutral,neutral,851,17,7,17,"00:06:09,911","00:06:13,080"
8097,8534,"Sounds great! Okay, alright, well where does this go?","Klingt gut! Okay, in Ordnung, gut, wo geht das hin?",Joey,joy,positive,851,18,7,17,"00:06:13,289","00:06:15,874"
8098,8535,"You look strong, why don’t I take that and you grab one of the boxes.","Du siehst stark aus, warum nehme ich das nicht und du schnappst dir eine der Kisten.",Kristen,neutral,neutral,851,19,7,17,"00:06:16,084","00:06:18,710"
8099,8536,"Okay. Yeah.  Yeah, I’ll grab this one.","Okay. Ja. Ja, ich schnappe mir diesen.",Joey,neutral,neutral,851,20,7,17,"00:06:18,878","00:06:26,968"
8100,8537,Hey.,Hallo.,Phoebe,neutral,neutral,852,0,1,17,"0:19:01,932","0:19:02,824"
8101,8538,"Listen, um...","Hör zu, ähm...",Phoebe,neutral,neutral,852,1,1,17,"0:19:02,824","0:19:03,021"
8102,8539,I'm sorry.,Es tut mir Leid.,Phoebe,sadness,negative,852,2,1,17,"00:19:08,272","00:19:09,313"
8103,8540,": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",": Ja, ähm... Du kennst dich, du solltest einfach vergessen, was ich unter der Brücke gesagt habe, ich habe geredet",Phoebe,neutral,neutral,852,3,1,17,"00:19:12,609","00:19:21,742"
8104,8541,"That's right, I don't... But I was, I was drunk on you!","Das stimmt, ich nicht... Aber ich war betrunken von dir!",Phoebe,sadness,negative,852,4,1,17,"00:19:26,832","00:19:33,087"
8105,8542,"Okay, yeah, so it's not gonna work.","Okay, ja, es wird also nicht funktionieren.",Phoebe,neutral,neutral,852,5,1,17,"00:19:34,256","00:19:37,049"
